ImageID,XMin,XMax,YMin,YMax,LabelName_Text
0044141d3732acc5,0.666875,0.80375,0.516875,0.6625,Car
0044141d3732acc5,0.72,0.936875,0.5275,0.749375,Car
0044141d3732acc5,0.853125,0.999375,0.535625,0.875625,Car
0044b0bfa69b4b56,0.0,0.11973,0.9375,0.99875,Taxi
0044b0bfa69b4b56,0.0,0.147555,0.88125,0.949375,Taxi
0044b0bfa69b4b56,0.735245,0.999157,0.894375,0.996875,Taxi
004aa9085757ed89,0.09,0.46,0.538291,0.982242,Car
004aa9085757ed89,0.13625,0.416875,0.593785,0.706992,Car
004aa9085757ed89,0.089375,0.458125,0.54162,0.970033,Taxi
004ad4929992ac10,0.0,0.375625,0.618834,0.93991,Bus
004b1e697e3ffdf9,0.176875,0.808125,0.281426,0.795497,Bus
00645618375350cf,0.35875,0.73,0.65381,0.761054,Bus
00645618375350cf,0.213125,0.2925,0.696143,0.740357,Taxi
00645618375350cf,0.4475,0.56125,0.708373,0.777987,Taxi
00645618375350cf,0.463125,0.55375,0.70555,0.742239,Taxi
0066511fff0f1419,0.0,0.073125,0.45098,0.575163,Taxi
0066511fff0f1419,0.17625,0.810625,0.364146,0.77591,Taxi
0066a1893fef7f6b,0.035937,0.929688,0.335287,0.87925,Car
0066a1893fef7f6b,0.790625,0.999219,0.350528,0.630715,Car
0066c6140932fac6,0.54,0.92625,0.564167,0.806667,Car
006f44b210255845,0.281875,0.7325,0.078873,0.953991,Bus
006f44b210255845,0.888125,0.958125,0.584038,0.668545,Bus
0072c81809385f00,0.0,0.999375,0.0,0.999224,Bus
00749e86d631cba0,0.1175,0.855625,0.213884,0.864916,Bus
00766c7816e51125,0.566667,0.997917,0.329688,0.998438,Car
007cdb3928bcfdb2,0.763709,0.927218,0.846269,0.989552,Taxi
007cdb3928bcfdb2,0.957129,0.999003,0.777612,0.823881,Taxi
007cdfad5b85d3e7,0.0,0.275,0.373005,0.694149,Truck
007cdfad5b85d3e7,0.68,0.999,0.313165,0.819814,Truck
0085e9618dce6dcf,0.604688,0.96875,0.659375,0.96875,Taxi
0085e9618dce6dcf,0.029687,0.207813,0.723437,0.915625,Car
0085e9618dce6dcf,0.878125,0.932813,0.740625,0.835938,Car
0085e9618dce6dcf,0.8875,0.95625,0.723437,0.78125,Car
0085e9618dce6dcf,0.029687,0.2,0.729688,0.920313,Taxi
00899a2155440435,0.499375,0.555625,0.518762,0.60788,Taxi
00899a2155440435,0.58375,0.656875,0.516886,0.630394,Taxi
00899a2155440435,0.648125,0.851875,0.540338,0.769231,Taxi
008b3512d6153a6e,0.106875,0.85,0.450281,0.904315,Car
008e36586cdc076a,0.25375,0.814375,0.256952,0.734149,Bus
008e36586cdc076a,0.758125,0.861875,0.343715,0.551724,Bus
008e36586cdc076a,0.855625,0.89125,0.373749,0.501669,Bus
008e36586cdc076a,0.89125,0.916875,0.389321,0.49277,Bus
008e92ff98f6f209,0.076318,0.919748,0.065,0.82625,Bus
009824ffd4586a33,0.275,0.69875,0.0,0.641667,Truck
009b067a652d7d79,0.098125,0.92875,0.02168,0.968157,Bus
00a08d0ba39147e1,0.19,0.64875,0.202627,0.698874,Truck
00a30d774a4f2258,0.044375,0.999375,0.020336,0.912467,Bus
00a66ef9770f9d2d,0.00125,0.15625,0.572634,0.700094,Taxi
00a66ef9770f9d2d,0.51625,0.814375,0.56701,0.75164,Taxi
00a66ef9770f9d2d,0.68625,0.999375,0.56045,0.844424,Taxi
00b3242009873ff3,0.0575,0.84375,0.432738,0.918156,Truck
00b4bda029a7aeda,0.169375,0.40875,0.6525,0.846667,Taxi
00b7100323f82ff9,0.565625,0.918125,0.6875,0.8975,Taxi
00bd4ecb67753232,0.0,0.06125,0.231203,0.695489,Bus
00bd4ecb67753232,0.116875,0.82875,0.147556,0.801692,Bus
00bd4ecb67753232,0.5175,0.688125,0.275376,0.383459,Bus
00bd4ecb67753232,0.701875,0.94,0.256579,0.676692,Bus
00c07076be39e87e,0.0,0.325,0.497915,0.650542,Truck
00c07076be39e87e,0.0,0.55875,0.492077,0.854045,Truck
00c07076be39e87e,0.029375,0.94875,0.47623,0.89241,Truck
00c07076be39e87e,0.88875,0.999375,0.522102,0.999166,Truck
00c098c7959397c3,0.754221,0.999062,0.6825,0.999375,Bus
00c098c7959397c3,0.0,0.336773,0.9325,0.999375,Car
00c098c7959397c3,0.0,0.757974,0.8775,0.999375,Car
00c098c7959397c3,0.208255,0.344278,0.9,0.978125,Car
00c098c7959397c3,0.318949,0.560037,0.884375,0.995625,Car
00c098c7959397c3,0.505629,0.767355,0.908125,0.999375,Car
00c098c7959397c3,0.508443,0.65666,0.88625,0.945625,Car
00c098c7959397c3,0.0,0.32833,0.916875,0.999375,Taxi
00c098c7959397c3,0.514071,0.754221,0.89625,0.999375,Taxi
00c098c7959397c3,0.523452,0.664165,0.879375,0.9525,Taxi
00c0e508d6ad8af3,0.0,0.109375,0.318333,0.943333,Bus
00c0e508d6ad8af3,0.144375,0.844375,0.103333,0.923333,Bus
00c0e508d6ad8af3,0.685625,0.999375,0.316667,0.859167,Bus
00c145da5480c374,0.12625,0.8475,0.228464,0.832397,Truck
00c2443cb2ac0808,0.08,0.8825,0.233522,0.80791,Truck
00c2929014c0dddd,0.32,0.736875,0.323333,0.640833,Bus
00c5d3e406450556,0.036842,0.965789,0.107895,0.889474,Car
00c6c05e400a0b08,0.0,0.045966,0.739375,0.843125,Taxi
00c6c05e400a0b08,0.14728,0.810507,0.729375,0.899375,Taxi
00c927e5f40fe40d,0.05625,0.999375,0.025328,0.999062,Truck
00cc2f6942fb39d2,0.0,0.530273,0.0,0.998529,Truck
00cc2f6942fb39d2,0.439453,0.734375,0.225,0.808824,Truck
00d17e785bbf2ca1,0.0,0.290625,0.233333,0.748333,Bus
00d17e785bbf2ca1,0.17125,0.778125,0.094167,0.8625,Bus
00d209e52665b55b,0.0,0.936875,0.154167,0.905,Truck
00d366b6a4bf4e15,0.0,0.999066,0.064228,0.87561,Bus
00d366b6a4bf4e15,0.009337,0.999066,0.186179,0.423577,Bus
00d5963c8f8e5381,0.0,0.243125,0.262664,0.574109,Truck
00d5963c8f8e5381,0.1975,0.8775,0.0,0.999062,Truck
00d5e12c0ad617d3,0.0,0.815625,0.0,0.998889,Truck
00d6c2bf1eabcb74,0.0,0.999375,0.236842,0.614662,Car
00e182674b0586ea,0.000625,0.09,0.468333,0.566667,Truck
00e182674b0586ea,0.09375,0.17125,0.468333,0.5525,Truck
00e182674b0586ea,0.19,0.74875,0.244167,0.686667,Truck
00e182674b0586ea,0.846875,0.90625,0.439167,0.573333,Truck
00e182674b0586ea,0.905,0.999375,0.41,0.583333,Truck
00e9ff4c6baa2ab6,0.22125,0.56125,0.485929,0.741088,Taxi
00ef407e5b2ef618,0.029375,0.21875,0.516779,0.790988,Bus
00f7148b7f9da4c0,0.0,0.999375,0.0,0.999167,Bus
00fce9f060ba3884,0.0,0.0325,0.489768,0.654161,Bus
00fce9f060ba3884,0.0,0.17375,0.487722,0.845839,Bus
00fce9f060ba3884,0.146875,0.9175,0.11528,0.910641,Bus
010d317a358bc6be,0.0525,0.78875,0.130762,0.821261,Bus
01133647412c00b0,0.03125,0.980625,0.174167,0.716667,Taxi
012177742de13113,0.0,0.1125,0.7925,0.926875,Taxi
012177742de13113,0.017188,0.092188,0.785,0.824375,Taxi
012177742de13113,0.470313,0.653906,0.805625,0.9525,Taxi
012177742de13113,0.639063,0.85625,0.8125,0.92875,Taxi
012177742de13113,0.950781,0.999219,0.856875,0.8875,Taxi
0121a4ae057b374a,0.133125,0.92,0.081614,0.938086,Truck
01226892fe46adee,0.113855,0.783265,0.322204,0.881469,Bus
012558681df5ada9,0.126875,0.8525,0.230508,0.768362,Truck
012fa96a5e7fcd55,0.033766,0.703896,0.224138,0.893103,Truck
01390b86c3dfd155,0.140625,0.67375,0.230833,0.555,Truck
013c73eb2fbabcad,0.53268,0.689542,0.637255,0.75817,Car
013c73eb2fbabcad,0.52451,0.691176,0.635621,0.748366,Taxi
013c73eb2fbabcad,0.627451,0.674837,0.632353,0.665033,Car
013c73eb2fbabcad,0.679739,0.722222,0.599673,0.629085,Car
013c73eb2fbabcad,0.683007,0.736928,0.629085,0.684641,Car
013fb189614a73d8,0.014375,0.538125,0.630833,0.873333,Truck
01459f9d3724adf8,0.254162,0.432852,0.58875,0.656875,Taxi
0145a5bd859ad2ed,0.450281,0.468105,0.464375,0.4725,Taxi
0145a5bd859ad2ed,0.454972,0.473734,0.471875,0.485,Taxi
0145a5bd859ad2ed,0.468105,0.485929,0.453125,0.46125,Taxi
0145a5bd859ad2ed,0.473734,0.488743,0.463125,0.471875,Taxi
0145a5bd859ad2ed,0.496248,0.52439,0.47875,0.491875,Taxi
0145a5bd859ad2ed,0.528143,0.576923,0.531875,0.560625,Taxi
0145a5bd859ad2ed,0.670732,0.781426,0.62375,0.680625,Taxi
0145a5bd859ad2ed,0.703565,0.89212,0.761875,0.88125,Taxi
014af34d74c77416,0.705,0.79125,0.328316,0.485419,Bus
014e3af6657e6531,0.0,0.320625,0.165833,0.4125,Bus
014e3af6657e6531,0.0,0.5075,0.245,0.715,Bus
014e3af6657e6531,0.2225,0.908125,0.110833,0.853333,Bus
014f6057c39fa5fe,0.121667,0.869167,0.306875,0.754375,Truck
015064cd4f943a40,0.0,0.1125,0.085509,0.728173,Bus
015064cd4f943a40,0.06125,0.98375,0.037804,0.965797,Bus
015064cd4f943a40,0.98625,0.999375,0.320432,0.844284,Bus
015164ace6056778,0.470625,0.783125,0.276667,0.770833,Bus
0156704bcca4d077,0.139844,0.266406,0.392708,0.482292,Truck
0156704bcca4d077,0.20625,0.907812,0.341667,0.719792,Truck
0156704bcca4d077,0.905469,0.999219,0.395833,0.46875,Truck
01569861901be82f,0.0,0.999167,0.0,0.999375,Bus
015b98ddab1cf750,0.043175,0.833565,0.311523,0.905273,Truck
01644c049ceff0cf,0.12125,0.745,0.215,0.8375,Truck
0166f14db9aa1a7c,0.095312,0.998438,0.422917,0.997917,Truck
016b9f6dc0bf818c,0.321053,0.385526,0.74359,0.842209,Taxi
01899740973985e6,0.204375,0.6925,0.190265,0.792035,Bus
01899740973985e6,0.701875,0.77875,0.429204,0.522124,Bus
01899740973985e6,0.7725,0.83625,0.44469,0.490044,Bus
018e5c0299860c46,0.388587,0.815217,0.336714,0.756592,Truck
019003d45bca1225,0.065,0.970714,0.157456,0.962461,Truck
01928aa92449f39b,0.341406,0.714844,0.748843,0.952546,Taxi
0193991401f83e64,0.005469,0.915625,0.083333,0.911458,Bus
019c93c38ea75254,0.0,0.038125,0.219101,0.694757,Bus
019c93c38ea75254,0.115,0.646875,0.253745,0.735019,Bus
01a599bd26b8ebf8,0.19606,0.619137,0.25875,0.43625,Bus
01a911ff54d20f59,0.2325,0.806875,0.2925,0.930833,Truck
01b346956fa4fcbc,0.0,0.998698,0.242188,0.999023,Taxi
01b7396dfab84172,0.381875,0.999375,0.133208,0.999062,Truck
01b7fbf0cc2dc3a2,0.374375,0.518125,0.735405,0.889831,Car
01b7fbf0cc2dc3a2,0.280625,0.40875,0.725047,0.83145,Car
01b7fbf0cc2dc3a2,0.489375,0.999375,0.671375,0.999058,Car
01b7fbf0cc2dc3a2,0.280625,0.3025,0.746704,0.79096,Taxi
01b7fbf0cc2dc3a2,0.28875,0.326875,0.739171,0.79661,Taxi
01b7fbf0cc2dc3a2,0.31625,0.358125,0.739171,0.812618,Taxi
01b7fbf0cc2dc3a2,0.338125,0.405625,0.725989,0.824859,Taxi
01b7fbf0cc2dc3a2,0.39,0.5025,0.702448,0.870057,Taxi
01b7fbf0cc2dc3a2,0.4875,0.581875,0.734463,0.827684,Taxi
01b7fbf0cc2dc3a2,0.545625,0.999375,0.6742,0.999058,Taxi
01b7fbf0cc2dc3a2,0.5625,0.745,0.69774,0.875706,Taxi
01b7fbf0cc2dc3a2,0.565625,0.65125,0.713748,0.781544,Taxi
01b9a84443097227,0.038687,0.294256,0.541406,0.610937,Taxi
01b9a84443097227,0.295428,0.470105,0.56875,0.627344,Taxi
01b9a84443097227,0.650645,0.774912,0.584375,0.664844,Taxi
01be63f9502b7bca,0.13125,0.22125,0.78,0.870833,Taxi
01be63f9502b7bca,0.141875,0.304375,0.796667,0.9075,Taxi
01be63f9502b7bca,0.306875,0.365,0.793333,0.8575,Taxi
01be63f9502b7bca,0.356875,0.423125,0.791667,0.851667,Taxi
01be63f9502b7bca,0.416875,0.4525,0.8025,0.848333,Taxi
01be63f9502b7bca,0.5225,0.544375,0.804167,0.8175,Taxi
01c48ad9101e198a,0.036689,0.395108,0.59875,0.91,Bus
01c48ad9101e198a,0.316087,0.429915,0.456875,0.536875,Bus
01c48ad9101e198a,0.326435,0.378175,0.410625,0.458125,Bus
01cdd400bcb87f04,0.31625,0.9075,0.355833,0.6575,Truck
01ceb18d8893eb2e,0.0,0.999375,0.50188,0.99906,Taxi
01cebb271eed8d2c,0.121875,0.313125,0.432684,0.590178,Truck
01cebb271eed8d2c,0.29125,0.76125,0.065199,0.809483,Truck
01d4440e303ff604,0.428125,0.999219,0.0,0.80422,Truck
01d7a61ed13d0676,0.0,0.553125,0.646667,0.990833,Taxi
01d7a61ed13d0676,0.284375,0.451875,0.6175,0.701667,Taxi
01d7a61ed13d0676,0.660625,0.999375,0.671667,0.923333,Taxi
01d7a61ed13d0676,0.786875,0.913125,0.624167,0.6875,Taxi
01d989e8cc84cf51,0.0,0.921875,0.541667,0.999167,Taxi
01e2583ae4444de0,0.07625,0.965,0.5276,0.961489,Truck
01fb8b5325e992d9,0.0,0.0525,0.522995,0.660963,Bus
01fb8b5325e992d9,0.065,0.745,0.047059,0.943316,Bus
02004dca244ce346,0.10125,0.921875,0.355742,0.698413,Truck
020326c96ff05c1f,0.385,0.9925,0.321465,0.860631,Truck
0203b609336980a4,0.0,0.06125,0.403131,0.539139,Bus
0203b609336980a4,0.04,0.9575,0.086106,0.959883,Bus
020918cc8a1ffad1,0.0,0.099375,0.350833,0.7425,Bus
020918cc8a1ffad1,0.0975,0.13625,0.511667,0.72,Bus
020918cc8a1ffad1,0.1275,0.734375,0.0775,0.891667,Bus
020918cc8a1ffad1,0.47125,0.999375,0.371667,0.864167,Bus
020918cc8a1ffad1,0.724375,0.884375,0.299167,0.400833,Bus
020918cc8a1ffad1,0.848125,0.999375,0.268333,0.585833,Bus
020c258f4b7fddd8,0.209375,0.855625,0.3625,0.788333,Truck
020c44e9a968c4ce,0.1375,0.935625,0.016038,0.954717,Bus
0210e348118a6edb,0.0,0.999375,0.268333,0.999167,Truck
0214df678e26fb9f,0.01875,0.07125,0.553471,0.636023,Truck
0214df678e26fb9f,0.076875,0.999375,0.140713,0.865854,Truck
0217d3e6c42521ff,0.555268,0.771157,0.736434,0.861757,Car
0217d3e6c42521ff,0.502591,0.567358,0.73385,0.782946,Car
021f439bb61ad1a3,0.183125,0.893125,0.154867,0.637168,Truck
0221e7df0b1af82f,0.09,0.99875,0.155,0.803333,Truck
0225f62dd2ee6624,0.743125,0.9925,0.703565,0.835835,Truck
022826e96d41ed7c,0.237649,0.93621,0.059099,0.780488,Bus
022c1212233c42ee,0.190625,0.803125,0.323333,0.654167,Bus
0230f89f2d16ea1e,0.033113,0.491722,0.152318,0.732892,Truck
0230f89f2d16ea1e,0.528146,0.965232,0.18543,0.713024,Truck
023463e93c2fa36e,0.0,0.170578,0.832664,0.998661,Taxi
023463e93c2fa36e,0.111011,0.18231,0.863454,0.925033,Taxi
023463e93c2fa36e,0.453069,0.75722,0.852744,0.998661,Taxi
023463e93c2fa36e,0.623646,0.656137,0.817938,0.85676,Taxi
023463e93c2fa36e,0.661552,0.701264,0.817938,0.85676,Taxi
02397fac81da643b,0.0,0.87125,0.318949,0.870544,Truck
02397fac81da643b,0.116875,0.265625,0.409006,0.562852,Truck
023b2c4278240bc6,0.084375,0.4375,0.330894,0.822764,Bus
023b2c4278240bc6,0.315625,0.8975,0.126016,0.864228,Bus
023d08b4bbc889ad,0.57875,0.6425,0.291528,0.414452,Car
023ede713378d77c,0.2225,0.8225,0.105751,0.799629,Truck
023fa92bb74934a9,0.023438,0.985937,0.234375,0.88125,Truck
024023684d318d6e,0.23625,0.74375,0.54,0.884444,Truck
02425a1bfadc5660,0.021875,0.46625,0.034279,0.426714,Bus
02425a1bfadc5660,0.039375,0.455625,0.533097,0.944444,Bus
02425a1bfadc5660,0.56375,0.954375,0.023641,0.43617,Bus
02425a1bfadc5660,0.595625,0.916875,0.528369,0.93026,Bus
0248fc7d3b176cdc,0.0125,0.999375,0.1325,0.815833,Bus
024f984a12f0e0ac,0.194986,0.228412,0.776,0.804,Taxi
024f984a12f0e0ac,0.200557,0.256267,0.806,0.84,Taxi
024f984a12f0e0ac,0.203343,0.236769,0.756,0.772,Taxi
024f984a12f0e0ac,0.206128,0.239554,0.732,0.756,Taxi
024f984a12f0e0ac,0.220056,0.250696,0.718,0.736,Taxi
024f984a12f0e0ac,0.225627,0.256267,0.7,0.72,Taxi
024f984a12f0e0ac,0.236769,0.306407,0.84,0.882,Taxi
024f984a12f0e0ac,0.236769,0.345404,0.948,0.998,Taxi
024f984a12f0e0ac,0.245125,0.275766,0.688,0.71,Taxi
024f984a12f0e0ac,0.272981,0.339833,0.87,0.916,Taxi
024f984a12f0e0ac,0.364902,0.43454,0.96,0.998,Taxi
024f984a12f0e0ac,0.406685,0.476323,0.904,0.95,Taxi
024f984a12f0e0ac,0.451253,0.506964,0.85,0.888,Taxi
024f984a12f0e0ac,0.479109,0.557103,0.96,0.998,Taxi
024f984a12f0e0ac,0.518106,0.582173,0.87,0.922,Taxi
024f984a12f0e0ac,0.551532,0.607242,0.828,0.876,Taxi
024f984a12f0e0ac,0.885794,0.997214,0.906,0.964,Taxi
02512b320806e9a7,0.0,0.379375,0.683865,0.996248,Taxi
025186ac57d4e484,0.136832,0.511715,0.73125,0.918125,Taxi
025186ac57d4e484,0.485473,0.805998,0.739375,0.9,Taxi
0254f4cf0bab142e,0.399375,0.999375,0.344538,0.904762,Bus
0262e2e0ddacc57a,0.616211,0.823242,0.65625,0.77474,Taxi
0269f47d51233350,0.021875,0.998438,0.0,0.872917,Bus
0269fb03246aef88,0.042,0.978,0.439252,0.88785,Bus
026dfaac277e2a3e,0.0,0.994375,0.008869,0.982262,Bus
026dfaac277e2a3e,0.001875,0.269375,0.348115,0.972284,Bus
026dfaac277e2a3e,0.6975,0.999375,0.056541,0.986696,Bus
02703c3e48bae7a3,0.015284,0.286026,0.544803,0.9319,Truck
0270cfc8a9268ebc,0.02375,0.766875,0.349906,0.777674,Truck
0270cfc8a9268ebc,0.77875,0.92875,0.424953,0.681051,Truck
0271f1e81836e90c,0.13125,0.503125,0.164167,0.625,Truck
0271f1e81836e90c,0.4625,0.6125,0.3075,0.506667,Truck
0271f1e81836e90c,0.526875,0.683125,0.308333,0.515,Truck
0271f1e81836e90c,0.704375,0.999375,0.198333,0.503333,Truck
0279c6a2fece7d24,0.355305,0.684887,0.223529,0.741176,Taxi
027d3005d1b4dc07,0.14,0.999375,0.0,0.88015,Truck
0292fc01cef92847,0.0,0.40375,0.522272,0.864143,Taxi
0292fc01cef92847,0.65125,0.884375,0.479955,0.604677,Taxi
029c66cbe1edddf9,0.381727,0.594493,0.643333,0.846667,Taxi
029c66cbe1edddf9,0.0,0.360451,0.641667,0.955,Taxi
029df550573178fd,0.0,0.018125,0.337723,0.393227,Taxi
029df550573178fd,0.0,0.024375,0.312324,0.354657,Taxi
029df550573178fd,0.09,0.235,0.806209,0.999059,Taxi
029df550573178fd,0.208125,0.365625,0.871119,0.999059,Taxi
029df550573178fd,0.266875,0.4,0.784572,0.989652,Taxi
029df550573178fd,0.28875,0.39875,0.661336,0.80809,Taxi
029df550573178fd,0.2975,0.415625,0.709313,0.857949,Taxi
029df550573178fd,0.3025,0.3525,0.402634,0.477893,Taxi
029df550573178fd,0.314375,0.40375,0.603951,0.738476,Taxi
029df550573178fd,0.320625,0.34875,0.248354,0.271872,Taxi
029df550573178fd,0.321875,0.40625,0.541863,0.650047,Taxi
029df550573178fd,0.328125,0.378125,0.393227,0.437441,Taxi
029df550573178fd,0.330625,0.371875,0.376294,0.416745,Taxi
029df550573178fd,0.3375,0.374375,0.354657,0.398871,Taxi
029df550573178fd,0.3475,0.419375,0.472248,0.547507,Taxi
029df550573178fd,0.365625,0.434375,0.508937,0.622766,Taxi
029df550573178fd,0.380625,0.415625,0.317968,0.352775,Taxi
029df550573178fd,0.40875,0.44625,0.244591,0.271872,Taxi
029df550573178fd,0.420625,0.53875,0.699906,0.823142,Taxi
029df550573178fd,0.428125,0.519375,0.58984,0.684854,Taxi
029df550573178fd,0.433125,0.465625,0.317968,0.352775,Taxi
029df550573178fd,0.434375,0.4925,0.490122,0.574788,Taxi
029df550573178fd,0.43625,0.476875,0.244591,0.275635,Taxi
029df550573178fd,0.43875,0.45875,0.286924,0.310442,Taxi
029df550573178fd,0.445,0.519375,0.518344,0.584196,Taxi
029df550573178fd,0.44875,0.474375,0.299153,0.323612,Taxi
029df550573178fd,0.453125,0.595625,0.840075,0.999059,Taxi
029df550573178fd,0.45375,0.520625,0.547507,0.630292,Taxi
029df550573178fd,0.455625,0.503125,0.365005,0.412982,Taxi
029df550573178fd,0.46,0.475625,0.277516,0.290687,Taxi
029df550573178fd,0.479375,0.5075,0.248354,0.279398,Taxi
029df550573178fd,0.481875,0.53875,0.395108,0.449671,Taxi
029df550573178fd,0.495,0.516875,0.292568,0.325494,Taxi
029df550573178fd,0.4975,0.56125,0.446849,0.528692,Taxi
029df550573178fd,0.505,0.574375,0.492004,0.572907,Taxi
029df550573178fd,0.51,0.54375,0.310442,0.360301,Taxi
029df550573178fd,0.534375,0.626875,0.558796,0.668862,Taxi
029df550573178fd,0.5425,0.625625,0.620884,0.765757,Taxi
029df550573178fd,0.54375,0.576875,0.331138,0.367827,Taxi
029df550573178fd,0.570625,0.6125,0.341486,0.402634,Taxi
029df550573178fd,0.595,0.674375,0.49953,0.580433,Taxi
029df550573178fd,0.5975,0.645,0.364064,0.422389,Taxi
029df550573178fd,0.5975,0.739375,0.780809,0.931326,Taxi
029df550573178fd,0.6125,0.76625,0.854186,0.999059,Taxi
029df550573178fd,0.618125,0.6975,0.5381,0.613358,Taxi
029df550573178fd,0.626875,0.6925,0.46096,0.528692,Taxi
029df550573178fd,0.669375,0.725625,0.424271,0.479774,Taxi
029df550573178fd,0.6925,0.7525,0.503293,0.556914,Taxi
029df550573178fd,0.70875,0.783125,0.526811,0.601129,Taxi
029df550573178fd,0.715,0.84625,0.729069,0.88523,Taxi
029df550573178fd,0.74875,0.91,0.80809,0.999059,Taxi
029df550573178fd,0.76125,0.86375,0.646284,0.800564,Taxi
02a08a0545bf34f2,0.1175,0.999375,0.145833,0.999167,Truck
02a18bfd36e57636,0.0,0.86875,0.283302,0.999062,Taxi
02a18bfd36e57636,0.10875,0.500625,0.249531,0.344278,Taxi
02a18bfd36e57636,0.758125,0.999375,0.331144,0.621951,Taxi
02a78ee9d68a770f,0.27875,0.493125,0.711667,0.83,Taxi
02a78ee9d68a770f,0.664375,0.814375,0.684167,0.791667,Taxi
02a78ee9d68a770f,0.879375,0.993125,0.661667,0.754167,Taxi
