ImageID,XMin,XMax,YMin,YMax,LabelName_Text
001e1014c57db5c6,0.410625,0.610625,0.016667,0.128889,Car
001e1014c57db5c6,0.553125,0.8425,0.0,0.237778,Car
001e1014c57db5c6,0.810625,0.999375,0.0,0.22,Car
0020230a9ff329e4,0.153125,0.65125,0.712008,0.999062,Car
0020230a9ff329e4,0.15125,0.65375,0.716698,0.999062,Taxi
00235f11687cecd8,0.065,0.958125,0.101017,0.948475,Car
00235f11687cecd8,0.375,0.733125,0.08678,0.362034,Car
00235f11687cecd8,0.644375,0.949375,0.120678,0.321356,Car
00235f11687cecd8,0.883125,0.999375,0.112542,0.26983,Car
0023d0908e76c600,0.13,0.214375,0.724167,0.791667,Vehicle registration plate
0023f6548005edf9,0.42875,0.505625,0.743938,0.775946,Vehicle registration plate
002519da8075cd9b,0.036,0.878,0.073244,0.895366,Car
002519f868563098,0.195625,0.293125,0.703565,0.803002,Vehicle registration plate
0025288e6192dc18,0.425625,0.565625,0.450281,0.535647,Vehicle registration plate
0028ce95bf98cb9a,0.104375,0.88375,0.358646,0.861848,Truck
0028ce95bf98cb9a,0.710625,0.965625,0.083257,0.231473,Truck
00293842c1405567,0.0,0.119917,0.726562,0.80625,Vehicle registration plate
002cff1919a39fe7,0.9275,0.95375,0.6775,0.7075,Vehicle registration plate
002ed4b2e22b51e6,0.0,0.908125,0.163697,0.430958,Bus
00320a4009f3dcd1,0.0,0.2375,0.6925,0.855833,Car
00320a4009f3dcd1,0.23375,0.379375,0.718333,0.83,Car
00320a4009f3dcd1,0.36375,0.98625,0.668333,0.999167,Car
00320a4009f3dcd1,0.771875,0.999375,0.713333,0.881667,Car
00320a4009f3dcd1,0.0,0.236875,0.666667,0.855833,Taxi
00320a4009f3dcd1,0.224375,0.393125,0.724167,0.834167,Taxi
0036c88ed5a96b00,0.0,0.996875,0.135417,0.758333,Truck
0037df9f4ad04cf5,0.094375,0.38375,0.302347,0.629964,Car
0037df9f4ad04cf5,0.366875,0.670625,0.424188,0.916065,Car
0037df9f4ad04cf5,0.668125,0.926875,0.350181,0.666968,Car
0043cd2a3de997a5,0.248125,0.334375,0.424299,0.498131,Vehicle registration plate
0043cd2a3de997a5,0.92125,0.999375,0.446729,0.527103,Vehicle registration plate
0043da1ff6622b4f,0.48,0.9025,0.22045,0.785178,Truck
0044b0bfa69b4b56,0.0,0.11973,0.9375,0.99875,Taxi
0044b0bfa69b4b56,0.0,0.147555,0.88125,0.949375,Taxi
0044b0bfa69b4b56,0.735245,0.999157,0.894375,0.996875,Taxi
004aa9085757ed89,0.09,0.46,0.538291,0.982242,Car
004aa9085757ed89,0.13625,0.416875,0.593785,0.706992,Car
004aa9085757ed89,0.089375,0.458125,0.54162,0.970033,Taxi
004abd1e49165b1c,0.26875,0.374375,0.744601,0.793427,Vehicle registration plate
004abd1e49165b1c,0.91375,0.998125,0.625352,0.671362,Vehicle registration plate
004c571ad25e5249,0.0,0.125333,0.422691,0.790161,Truck
004c571ad25e5249,0.067333,0.147333,0.581325,0.72992,Truck
004c571ad25e5249,0.070667,0.906,0.210843,0.961847,Truck
004c571ad25e5249,0.773333,0.999333,0.418675,0.884538,Truck
004f62edd382ccb8,0.63125,0.653125,0.151357,0.181628,Vehicle registration plate
00541a1a33358591,0.3025,0.416875,0.835,0.903333,Vehicle registration plate
00541a1a33358591,0.62875,0.66375,0.3475,0.365,Vehicle registration plate
00541a1a33358591,0.82375,0.86375,0.336667,0.368333,Vehicle registration plate
00541a1a33358591,0.918125,0.999375,0.764167,0.836667,Vehicle registration plate
0058af43e819c7a7,0.0,0.199161,0.809224,0.998952,Vehicle registration plate
0058bbcd8f6c9572,0.089375,0.1775,0.584167,0.686667,Vehicle registration plate
0063cc2c5f7d82ed,0.230625,0.348125,0.724167,0.805833,Vehicle registration plate
0063e41b53567829,0.203125,0.26375,0.35,0.377778,Vehicle registration plate
0063e41b53567829,0.37875,0.398125,0.273333,0.282222,Vehicle registration plate
0063e41b53567829,0.711875,0.758125,0.466667,0.555556,Vehicle registration plate
00645618375350cf,0.35875,0.73,0.65381,0.761054,Bus
00645618375350cf,0.213125,0.2925,0.696143,0.740357,Taxi
00645618375350cf,0.4475,0.56125,0.708373,0.777987,Taxi
00645618375350cf,0.463125,0.55375,0.70555,0.742239,Taxi
00648677039bd324,0.22625,0.800625,0.338951,0.848315,Truck
0066511fff0f1419,0.0,0.073125,0.45098,0.575163,Taxi
0066511fff0f1419,0.17625,0.810625,0.364146,0.77591,Taxi
0069ea8b00e4a8d7,0.23875,0.254375,0.345833,0.354167,Vehicle registration plate
0069ea8b00e4a8d7,0.299375,0.31,0.2925,0.2975,Vehicle registration plate
0069ea8b00e4a8d7,0.34875,0.364375,0.37,0.3775,Vehicle registration plate
0069ea8b00e4a8d7,0.768125,0.78625,0.339167,0.3425,Vehicle registration plate
0069ea8b00e4a8d7,0.825,0.844375,0.399167,0.4075,Vehicle registration plate
0069ea8b00e4a8d7,0.910625,0.918125,0.465,0.471667,Vehicle registration plate
0071cc12dfe35d22,0.45,0.759375,0.750625,0.835625,Vehicle registration plate
0072c81809385f00,0.0,0.999375,0.0,0.999224,Bus
0073c6274e24e7d2,0.049375,0.099375,0.391111,0.453333,Vehicle registration plate
0073c6274e24e7d2,0.15375,0.261875,0.67,0.816667,Vehicle registration plate
00757ab42ca415d8,0.0175,0.884375,0.148184,0.824092,Truck
0078c17e77d27ccd,0.131875,0.241875,0.51,0.629167,Bus
0078c17e77d27ccd,0.30875,0.399375,0.548333,0.591667,Bus
007cdb3928bcfdb2,0.763709,0.927218,0.846269,0.989552,Taxi
007cdb3928bcfdb2,0.957129,0.999003,0.777612,0.823881,Taxi
007cdfad5b85d3e7,0.0,0.275,0.373005,0.694149,Truck
007cdfad5b85d3e7,0.68,0.999,0.313165,0.819814,Truck
007de6281e56f29e,0.819444,0.940972,0.671296,0.79537,Vehicle registration plate
007de6281e56f29e,0.957639,0.999306,0.500926,0.522222,Vehicle registration plate
00831662d2ba731a,0.33375,0.65625,0.4175,0.620833,Vehicle registration plate
0083caf6f97b3d97,0.3829,0.592317,0.761667,0.866667,Vehicle registration plate
0083e919337aebb0,0.3175,0.410625,0.570833,0.639167,Vehicle registration plate
0085e9618dce6dcf,0.604688,0.96875,0.659375,0.96875,Taxi
0085e9618dce6dcf,0.029687,0.207813,0.723437,0.915625,Car
0085e9618dce6dcf,0.878125,0.932813,0.740625,0.835938,Car
0085e9618dce6dcf,0.8875,0.95625,0.723437,0.78125,Car
0085e9618dce6dcf,0.029687,0.2,0.729688,0.920313,Taxi
0087025a394a1aaf,0.01625,0.055,0.64105,0.706654,Vehicle registration plate
0088be963439e57d,0.755625,0.8175,0.468368,0.679245,Vehicle registration plate
00899a2155440435,0.499375,0.555625,0.518762,0.60788,Taxi
00899a2155440435,0.58375,0.656875,0.516886,0.630394,Taxi
00899a2155440435,0.648125,0.851875,0.540338,0.769231,Taxi
008bdc415cf03465,0.132812,0.404948,0.768555,0.952148,Bus
008de768a582f776,0.62,0.749375,0.824444,0.957778,Car
008de768a582f776,0.0,0.034375,0.505556,0.555556,Car
008de768a582f776,0.091875,0.15125,0.41,0.49,Car
008de768a582f776,0.659375,0.98,0.563333,0.884444,Car
008de768a582f776,0.77375,0.814375,0.46,0.526667,Car
008de768a582f776,0.800625,0.916875,0.52,0.578889,Car
008de768a582f776,0.92,0.999375,0.526667,0.598889,Car
008ed85b989a36ec,0.05125,0.98,0.059811,0.981112,Bus
008ed85b989a36ec,0.5225,0.999375,0.0,0.956978,Bus
008f72052931e576,0.0,0.114375,0.430833,0.650833,Truck
008f72052931e576,0.125625,0.841875,0.216667,0.828333,Truck
0090a11fa8b2b69d,0.80957,0.865234,0.507812,0.669271,Vehicle registration plate
0090a11fa8b2b69d,0.887695,0.9375,0.075521,0.14974,Vehicle registration plate
0092a20b63799744,0.0,0.046875,0.613722,0.657895,Vehicle registration plate
0092a20b63799744,0.718125,0.831875,0.807331,0.867481,Vehicle registration plate
009fcce3b5493593,0.805625,0.879375,0.466667,0.563333,Vehicle registration plate
00a18c9485d32d8d,0.324375,0.6675,0.566527,0.924686,Truck
00a18c9485d32d8d,0.369375,0.3875,0.304603,0.316318,Truck
00a18c9485d32d8d,0.416875,0.494375,0.382427,0.439331,Truck
00a18c9485d32d8d,0.6525,0.769375,0.459414,0.504602,Truck
00a18c9485d32d8d,0.726875,0.7975,0.405021,0.439331,Truck
00a209837c2bbec5,0.33375,0.558125,0.489141,0.925401,Bus
00a4decd12ae97b9,0.37,0.96,0.1675,0.8,Bus
00a66ef9770f9d2d,0.00125,0.15625,0.572634,0.700094,Taxi
00a66ef9770f9d2d,0.51625,0.814375,0.56701,0.75164,Taxi
00a66ef9770f9d2d,0.68625,0.999375,0.56045,0.844424,Taxi
00a7d31c6cc6b7f3,0.608125,0.779375,0.528333,0.643333,Vehicle registration plate
00a8d9ab7c3b9c0e,0.42875,0.446875,0.505144,0.52572,Vehicle registration plate
00a8d9ab7c3b9c0e,0.79125,0.8325,0.716049,0.752058,Vehicle registration plate
00a966a52072eaf0,0.0,0.666875,0.13,0.999167,Bus
00a966a52072eaf0,0.66625,0.71125,0.458333,0.565,Bus
00a966a52072eaf0,0.696875,0.770625,0.484167,0.555833,Bus
00aac4defc694c44,0.019969,0.362519,0.267442,0.613953,Truck
00abf276002161e1,0.1225,0.83875,0.155273,0.757812,Bus
00acedaea77ea9af,0.016875,0.161875,0.255833,0.5675,Bus
00acedaea77ea9af,0.101875,0.74625,0.195,0.705,Bus
00afe7db4069f05d,0.405,0.579375,0.43621,0.602251,Bus
00b1884d72d57a22,0.09125,0.145625,0.36,0.513333,Bus
00b1884d72d57a22,0.141875,0.32625,0.2825,0.534167,Bus
00b1884d72d57a22,0.185625,0.66625,0.230833,0.544167,Bus
00b1884d72d57a22,0.259375,0.46875,0.339167,0.599167,Bus
00b1884d72d57a22,0.36625,0.9275,0.2975,0.6525,Bus
00b1884d72d57a22,0.928125,0.999375,0.4025,0.505833,Bus
00b1eb629cde980e,0.065,0.1225,0.591932,0.630394,Vehicle registration plate
00b4bda029a7aeda,0.169375,0.40875,0.6525,0.846667,Taxi
00b60a7c9839b2dd,0.146875,0.903125,0.333959,0.841463,Car
00b6f96c840767fa,0.167808,0.844749,0.604262,0.847793,Vehicle registration plate
00b7100323f82ff9,0.565625,0.918125,0.6875,0.8975,Taxi
00bb747318114fd8,0.143125,0.8375,0.241667,0.825833,Bus
00bf3355e15e694f,0.2525,0.999375,0.188333,0.851667,Bus
00c098c7959397c3,0.754221,0.999062,0.6825,0.999375,Bus
00c098c7959397c3,0.0,0.336773,0.9325,0.999375,Car
00c098c7959397c3,0.0,0.757974,0.8775,0.999375,Car
00c098c7959397c3,0.208255,0.344278,0.9,0.978125,Car
00c098c7959397c3,0.318949,0.560037,0.884375,0.995625,Car
00c098c7959397c3,0.505629,0.767355,0.908125,0.999375,Car
00c098c7959397c3,0.508443,0.65666,0.88625,0.945625,Car
00c098c7959397c3,0.0,0.32833,0.916875,0.999375,Taxi
00c098c7959397c3,0.514071,0.754221,0.89625,0.999375,Taxi
00c098c7959397c3,0.523452,0.664165,0.879375,0.9525,Taxi
00c6c05e400a0b08,0.0,0.045966,0.739375,0.843125,Taxi
00c6c05e400a0b08,0.14728,0.810507,0.729375,0.899375,Taxi
00cb8dccb5cb1f59,0.228125,0.78,0.387823,0.749792,Vehicle registration plate
00d087736d290d66,0.21875,0.34625,0.672269,0.774043,Vehicle registration plate
00d1a3fa14b9c5e1,0.0,0.059375,0.483051,0.528249,Vehicle registration plate
00d1a3fa14b9c5e1,0.18625,0.27375,0.677966,0.778719,Vehicle registration plate
00d202cef5442753,0.46125,0.54625,0.587242,0.662289,Vehicle registration plate
00d763761e47f723,0.22,0.306875,0.5525,0.6075,Vehicle registration plate
00d90448dcea9140,0.405,0.513125,0.573497,0.621381,Vehicle registration plate
00dea1edf14f09ab,0.548773,0.651353,0.63,0.684375,Vehicle registration plate
00e10a097af9f0d8,0.8275,0.86375,0.51,0.541667,Vehicle registration plate
00e575172c598e71,0.11375,0.383125,0.399261,0.670055,Truck
00e577cb0dd95bf4,0.13125,0.933125,0.193246,0.93621,Truck
00e8e5e79255536f,0.466875,0.574375,0.570285,0.628114,Vehicle registration plate
00e8e5e79255536f,0.736875,0.75875,0.6121,0.618327,Vehicle registration plate
00e9ff4c6baa2ab6,0.22125,0.56125,0.485929,0.741088,Taxi
00eb06ce368a9b9b,0.021601,0.174079,0.757225,0.840077,Vehicle registration plate
00f5d37331608928,0.0,0.2175,0.211667,0.866667,Truck
00f5d37331608928,0.0725,0.82375,0.096667,0.886667,Truck
00f8eb771370fabc,0.18,0.685,0.630112,0.965613,Vehicle registration plate
00f964619cc0aad1,0.061061,0.947948,0.06,0.849091,Bus
00fbe21f9e1b79de,0.174375,0.705,0.276676,0.724268,Bus
00fcbd3655308c27,0.036875,0.40625,0.59919,0.953441,Bus
00fd1096ba77710e,0.70875,0.81375,0.475,0.523333,Vehicle registration plate
00ff10580fd2c0a3,0.478125,0.6175,0.66043,0.758653,Vehicle registration plate
01005e15c5db91a2,0.111875,0.249375,0.678971,0.810962,Vehicle registration plate
010a0c44af2d077e,0.72625,0.85625,0.624027,0.695217,Vehicle registration plate
010abd2fab4f5949,0.221875,0.251563,0.358333,0.391667,Vehicle registration plate
010abd2fab4f5949,0.676562,0.778125,0.585417,0.639583,Vehicle registration plate
010abd2fab4f5949,0.865625,0.89375,0.308333,0.327083,Vehicle registration plate
01121f7b33853547,0.86625,0.93375,0.505833,0.589167,Vehicle registration plate
0112fff372a9199f,0.739375,0.845,0.527862,0.592705,Vehicle registration plate
011313e10dcd6d12,0.19,0.29125,0.438333,0.561667,Vehicle registration plate
011313e10dcd6d12,0.79625,0.886875,0.29,0.338333,Vehicle registration plate
01133647412c00b0,0.03125,0.980625,0.174167,0.716667,Taxi
0116dcb302273101,0.1625,0.314375,0.510613,0.595519,Vehicle registration plate
0116dcb302273101,0.823125,0.916875,0.228774,0.270047,Vehicle registration plate
011873225b6432a4,0.051875,0.251875,0.0,0.258951,Car
011873225b6432a4,0.159375,0.999375,0.0,0.997502,Car
01188d464f9ec20c,0.12125,0.88125,0.2625,0.8425,Car
01188d464f9ec20c,0.0,0.39875,0.243333,0.6175,Car
01188d464f9ec20c,0.344375,0.90875,0.233333,0.39,Car
01188d464f9ec20c,0.580625,0.999375,0.949167,0.999167,Car
0119c232dddc018c,0.141875,0.67375,0.694757,0.999064,Bus
0119c232dddc018c,0.353125,0.5275,0.497191,0.643258,Bus
0119c232dddc018c,0.54,0.6775,0.476592,0.58427,Bus
0119c232dddc018c,0.61,0.759375,0.927903,0.999064,Taxi
0119c232dddc018c,0.64625,0.724375,0.768727,0.891386,Taxi
0119c232dddc018c,0.668125,0.6975,0.396067,0.421348,Taxi
0119c232dddc018c,0.676875,0.6925,0.513109,0.54588,Taxi
0119c232dddc018c,0.6975,0.76625,0.615169,0.68633,Taxi
0119c232dddc018c,0.724375,0.836875,0.781835,0.935393,Taxi
0119c232dddc018c,0.745,0.820625,0.653558,0.747191,Taxi
0119c232dddc018c,0.784375,0.81,0.467228,0.494382,Taxi
0119c232dddc018c,0.784375,0.81625,0.43633,0.455993,Taxi
0119c232dddc018c,0.785625,0.85125,0.618914,0.697566,Taxi
0119c232dddc018c,0.815,0.844375,0.457865,0.490637,Taxi
0119c232dddc018c,0.829375,0.885625,0.598315,0.659176,Taxi
0119c232dddc018c,0.86125,0.90875,0.576779,0.628277,Taxi
0119c232dddc018c,0.86875,0.934375,0.624532,0.701311,Taxi
0119c232dddc018c,0.879375,0.91875,0.444757,0.470974,Taxi
0119c232dddc018c,0.885625,0.935625,0.551498,0.598315,Taxi
0119c232dddc018c,0.905,0.96,0.595506,0.651685,Taxi
0119c232dddc018c,0.935625,0.984375,0.559925,0.613296,Taxi
0119c232dddc018c,0.96625,0.996875,0.53839,0.582397,Taxi
0119c232dddc018c,0.988125,0.999375,0.516854,0.54588,Taxi
011cdff6181747e6,0.45875,0.985,0.354991,0.996234,Car
0120712ddbf37c81,0.225,0.860625,0.138333,0.855833,Vehicle registration plate
012177742de13113,0.0,0.1125,0.7925,0.926875,Taxi
012177742de13113,0.017188,0.092188,0.785,0.824375,Taxi
012177742de13113,0.470313,0.653906,0.805625,0.9525,Taxi
012177742de13113,0.639063,0.85625,0.8125,0.92875,Taxi
012177742de13113,0.950781,0.999219,0.856875,0.8875,Taxi
0127ec197e1ff655,0.05,0.55,0.455556,0.772222,Truck
012ee3701bb7582c,0.43965,0.586617,0.705657,0.75743,Vehicle registration plate
012ee3701bb7582c,0.951845,0.999375,0.27325,0.301055,Vehicle registration plate
013c73eb2fbabcad,0.53268,0.689542,0.637255,0.75817,Car
013c73eb2fbabcad,0.52451,0.691176,0.635621,0.748366,Taxi
013c73eb2fbabcad,0.627451,0.674837,0.632353,0.665033,Car
013c73eb2fbabcad,0.679739,0.722222,0.599673,0.629085,Car
013c73eb2fbabcad,0.683007,0.736928,0.629085,0.684641,Car
013d1f1e520e0671,0.296875,0.446875,0.475,0.577083,Vehicle registration plate
0143bda2cbfdd1fb,0.261875,0.36375,0.540833,0.5775,Vehicle registration plate
01452e77f9270861,0.1125,0.950625,0.081614,0.876173,Bus
01459f9d3724adf8,0.254162,0.432852,0.58875,0.656875,Taxi
0145a5bd859ad2ed,0.450281,0.468105,0.464375,0.4725,Taxi
0145a5bd859ad2ed,0.454972,0.473734,0.471875,0.485,Taxi
0145a5bd859ad2ed,0.468105,0.485929,0.453125,0.46125,Taxi
0145a5bd859ad2ed,0.473734,0.488743,0.463125,0.471875,Taxi
0145a5bd859ad2ed,0.496248,0.52439,0.47875,0.491875,Taxi
0145a5bd859ad2ed,0.528143,0.576923,0.531875,0.560625,Taxi
0145a5bd859ad2ed,0.670732,0.781426,0.62375,0.680625,Taxi
0145a5bd859ad2ed,0.703565,0.89212,0.761875,0.88125,Taxi
014ba19f37c0a46c,0.119375,0.15,0.093809,0.110694,Vehicle registration plate
014ba19f37c0a46c,0.5525,0.68,0.493433,0.599437,Vehicle registration plate
01502d2862ec7486,0.0,0.999286,0.0,0.998927,Bus
015164ace6056778,0.470625,0.783125,0.276667,0.770833,Bus
01562b645f62b0c7,0.500625,0.750625,0.930608,0.999049,Car
01562b645f62b0c7,0.765,0.999375,0.843156,0.999049,Car
01562b645f62b0c7,0.4025,0.421875,0.753802,0.777567,Taxi
01569861901be82f,0.0,0.999167,0.0,0.999375,Bus
0158932b16a6417a,0.09375,0.9375,0.359722,0.65,Bus
0158932b16a6417a,0.566667,0.998958,0.405556,0.588889,Bus
015a89bd1ea7e088,0.034375,0.9025,0.060519,0.947166,Truck
015b5e8cf716cd90,0.171821,0.898969,0.1725,0.98,Truck
015ce70d0a81a8d6,0.0,0.999375,0.024276,0.950514,Bus
015e6051e7521954,0.0,0.68,0.0,0.999167,Truck
0161faa394d8f6eb,0.27875,0.755,0.119167,0.891667,Bus
0162844fad21ae1b,0.0,0.6275,0.303333,0.7975,Truck
01641505056fd331,0.645,0.998333,0.066667,0.704167,Bus
0164d85adade5531,0.07875,0.170625,0.506667,0.580833,Bus
0164d85adade5531,0.216875,0.98875,0.365,0.836667,Bus
01696064421758c4,0.086875,0.881875,0.2575,0.8825,Car
01696064421758c4,0.0,0.01625,0.315,0.3825,Car
01696064421758c4,0.0,0.05625,0.334167,0.549167,Car
01696064421758c4,0.0,0.1325,0.4875,0.999167,Car
01696064421758c4,0.0525,0.085,0.306667,0.339167,Car
01696064421758c4,0.08875,0.104375,0.2975,0.325,Car
01696064421758c4,0.103125,0.145625,0.280833,0.3825,Car
01696064421758c4,0.475,0.999375,0.180833,0.631667,Car
01696064421758c4,0.81625,0.999375,0.140833,0.301667,Car
016b9f6dc0bf818c,0.321053,0.385526,0.74359,0.842209,Taxi
016edf92c01c6a0f,0.446875,0.849375,0.796053,0.99906,Bus
0171805739279698,0.22,0.845625,0.087324,0.938028,Bus
0179f78f887f175a,0.09375,0.998438,0.467187,0.998438,Truck
0186e016e570495a,0.0,0.998438,0.0,0.998438,Bus
018a011cc5a4474b,0.11375,0.810625,0.065862,0.86169,Truck
018e165c556b2eb6,0.2125,0.356944,0.723595,0.793258,Vehicle registration plate
01928aa92449f39b,0.341406,0.714844,0.748843,0.952546,Taxi
01929e6e4467314d,0.191406,0.307617,0.623698,0.664062,Vehicle registration plate
0195e8a172eddc29,0.26,0.498125,0.708255,0.782364,Vehicle registration plate
01984a985e4bf80f,0.318125,0.655625,0.776206,0.873544,Vehicle registration plate
019a2a22e51ee1a9,0.205625,0.716875,0.533193,0.719705,Vehicle registration plate
01a1def8bf6b9e53,0.0,0.999375,0.196667,0.8225,Bus
01a8840d9a9de9b1,0.0,0.999375,0.0,0.999167,Bus
01a911ff54d20f59,0.2325,0.806875,0.2925,0.930833,Truck
01a916bfaa3a7427,0.25125,0.31375,0.280833,0.306667,Vehicle registration plate
01a916bfaa3a7427,0.689375,0.821875,0.470833,0.569167,Vehicle registration plate
01a916bfaa3a7427,0.891875,0.926875,0.299167,0.315,Vehicle registration plate
01ab51e8239f5718,0.0,0.818287,0.239583,0.857639,Bus
01ad33d0ee9a7315,0.160625,0.335,0.496042,0.627968,Vehicle registration plate
01ad33d0ee9a7315,0.86375,0.933125,0.120493,0.154793,Vehicle registration plate
01af0f507ef4cb5b,0.23375,0.973125,0.048823,0.93374,Truck
01b1982b96fe1551,0.051875,0.79375,0.07764,0.815735,Bus
01b232d5fcdc5973,0.0,0.25125,0.0,0.509416,Car
01b232d5fcdc5973,0.021875,0.974375,0.016949,0.971751,Car
01b238510d6b482b,0.0,0.419923,0.095707,0.999106,Bus
01b238510d6b482b,0.0,0.999234,0.017889,0.985689,Bus
01b238510d6b482b,0.035249,0.999234,0.008945,0.892665,Bus
01b238510d6b482b,0.25977,0.997701,0.0,0.027728,Bus
01b2f97f413eba7d,0.0,0.999375,0.0,0.999167,Bus
01b346956fa4fcbc,0.0,0.998698,0.242188,0.999023,Taxi
01b7fbf0cc2dc3a2,0.374375,0.518125,0.735405,0.889831,Car
01b7fbf0cc2dc3a2,0.280625,0.40875,0.725047,0.83145,Car
01b7fbf0cc2dc3a2,0.489375,0.999375,0.671375,0.999058,Car
01b7fbf0cc2dc3a2,0.280625,0.3025,0.746704,0.79096,Taxi
01b7fbf0cc2dc3a2,0.28875,0.326875,0.739171,0.79661,Taxi
01b7fbf0cc2dc3a2,0.31625,0.358125,0.739171,0.812618,Taxi
01b7fbf0cc2dc3a2,0.338125,0.405625,0.725989,0.824859,Taxi
01b7fbf0cc2dc3a2,0.39,0.5025,0.702448,0.870057,Taxi
01b7fbf0cc2dc3a2,0.4875,0.581875,0.734463,0.827684,Taxi
01b7fbf0cc2dc3a2,0.545625,0.999375,0.6742,0.999058,Taxi
01b7fbf0cc2dc3a2,0.5625,0.745,0.69774,0.875706,Taxi
01b7fbf0cc2dc3a2,0.565625,0.65125,0.713748,0.781544,Taxi
01b9a84443097227,0.038687,0.294256,0.541406,0.610937,Taxi
01b9a84443097227,0.295428,0.470105,0.56875,0.627344,Taxi
01b9a84443097227,0.650645,0.774912,0.584375,0.664844,Taxi
01be63f9502b7bca,0.13125,0.22125,0.78,0.870833,Taxi
01be63f9502b7bca,0.141875,0.304375,0.796667,0.9075,Taxi
01be63f9502b7bca,0.306875,0.365,0.793333,0.8575,Taxi
01be63f9502b7bca,0.356875,0.423125,0.791667,0.851667,Taxi
01be63f9502b7bca,0.416875,0.4525,0.8025,0.848333,Taxi
01be63f9502b7bca,0.5225,0.544375,0.804167,0.8175,Taxi
01bedaf614b4f4fc,0.766247,0.92348,0.835659,0.990698,Taxi
01bedaf614b4f4fc,0.179245,0.187631,0.658915,0.666667,Car
01bedaf614b4f4fc,0.19392,0.20021,0.663566,0.668217,Car
01bedaf614b4f4fc,0.20021,0.207547,0.668217,0.675969,Car
01bedaf614b4f4fc,0.220126,0.227463,0.685271,0.697674,Car
01bedaf614b4f4fc,0.754717,0.915094,0.834109,0.973643,Car
01bedaf614b4f4fc,0.872117,0.984277,0.889922,0.979845,Car
01bedaf614b4f4fc,0.9413,0.98847,0.764341,0.810853,Car
01bedaf614b4f4fc,0.189727,0.205451,0.662015,0.669767,Taxi
01bedaf614b4f4fc,0.21174,0.231656,0.683721,0.702326,Taxi
01bedaf614b4f4fc,0.560797,0.600629,0.787597,0.810853,Taxi
01bfea359c5d1131,0.38375,0.425,0.604128,0.635084,Vehicle registration plate
01c48ad9101e198a,0.036689,0.395108,0.59875,0.91,Bus
01c48ad9101e198a,0.316087,0.429915,0.456875,0.536875,Bus
01c48ad9101e198a,0.326435,0.378175,0.410625,0.458125,Bus
01c64be259132ee3,0.0,0.7675,0.313125,0.91625,Bus
01ceb18d8893eb2e,0.0,0.999375,0.50188,0.99906,Taxi
01d0a3d07e032990,0.539154,0.740774,0.532399,0.640981,Vehicle registration plate
01d258f6d9d6dcf6,0.026875,0.9775,0.089051,0.872993,Bus
01d4440e303ff604,0.428125,0.999219,0.0,0.80422,Truck
01d59b29fb3eb75a,0.0,0.135625,0.420833,0.611667,Bus
01d59b29fb3eb75a,0.203125,0.711875,0.3775,0.663333,Bus
01d59b29fb3eb75a,0.706875,0.874375,0.419167,0.585833,Bus
01d59b29fb3eb75a,0.869375,0.98,0.419167,0.534167,Bus
