ImageID,Source,LabelName,Confidence,XMin,XMax,YMin,YMax,IsOccluded,IsTruncated,IsGroupOf,IsDepiction,IsInside,XClick1X,XClick2X,XClick3X,XClick4X,XClick1Y,XClick2Y,XClick3Y,XClick4Y,LabelName_Text
00009e5b390986a0,xclick,/m/0k4j,1,0.44625,0.9375,0.619137,0.998124,1,1,0,0,0,0.44625,0.72125,0.9375,0.6275,0.866792,0.619137,0.863039,0.998124,Car
00009e5b390986a0,xclick,/m/0k4j,1,0.95125,0.99875,0.724203,0.87242,0,1,0,0,0,0.95125,0.99875,0.99875,0.99125,0.782364,0.724203,0.804878,0.87242,Car
00010bf498b64bab,xclick,/m/01bjv,1,0.15625,0.37125,0.269188,0.705228,0,0,0,0,0,0.274375,0.37125,0.311875,0.15625,0.269188,0.493882,0.705228,0.521691,Bus
00010bf498b64bab,xclick,/m/0k4j,1,0.02625,0.1675,0.491657,0.622914,0,0,0,0,0,0.058125,0.131875,0.1675,0.02625,0.491657,0.622914,0.573971,0.592881,Car
00010bf498b64bab,xclick,/m/0k4j,1,0.57875,0.696875,0.498331,0.670745,0,0,0,0,0,0.57875,0.67375,0.696875,0.643125,0.598443,0.498331,0.533927,0.670745,Car
0001124e2d5104e1,xclick,/m/0k4j,1,0.015625,0.94,0.023529,0.993725,0,0,0,0,0,0.671875,0.015625,0.7375,0.94,0.023529,0.689412,0.993725,0.24549,Car
0001124e2d5104e1,xclick,/m/0k4j,1,0.03625,0.19875,0.044706,0.192157,1,0,0,0,0,0.071875,0.03625,0.19875,0.13875,0.047843,0.044706,0.152941,0.192157,Car
0001124e2d5104e1,xclick,/m/0k4j,1,0.1225,0.31125,0.047843,0.161569,1,0,0,0,0,0.1225,0.174375,0.31125,0.233125,0.060392,0.047843,0.08549,0.161569,Car
0001124e2d5104e1,xclick,/m/0k4j,1,0.245625,0.38,0.037647,0.156078,1,0,0,0,0,0.245625,0.33625,0.38,0.343125,0.079216,0.037647,0.080784,0.156078,Car
00012db06b98f573,xclick,/m/0k4j,1,0.078125,0.965625,0.153333,0.855833,1,0,0,0,0,0.275,0.078125,0.763125,0.965625,0.855833,0.490833,0.153333,0.531667,Car
00012db06b98f573,xclick,/m/0k4j,1,0.754375,0.999375,0.185,0.514167,1,1,0,0,0,0.919375,0.984375,0.999375,0.754375,0.185,0.514167,0.385833,0.275,Car
000134de87dd044b,xclick,/m/0k4j,1,0.033125,0.798125,0.10788,0.227017,1,0,1,0,0,0.450625,0.033125,0.04625,0.798125,0.113508,0.15197,0.227017,0.10788,Car
000134de87dd044b,xclick,/m/0k4j,1,0.595625,0.999375,0.0,0.729831,1,1,0,0,0,0.899375,0.905625,0.999375,0.595625,0.729831,0.0,0.119137,0.310507,Car
0001c8c65851276f,xclick,/m/0k4j,1,0.06625,0.901875,0.318692,0.73271,0,0,0,0,0,0.448125,0.06625,0.26625,0.901875,0.318692,0.575701,0.73271,0.659813,Car
0001c8c65851276f,xclick,/m/0k4j,1,0.333125,0.700625,0.000935,0.314953,0,0,0,1,0,0.47,0.333125,0.4725,0.700625,0.000935,0.14486,0.314953,0.185047,Car
0002a5b67e5f0909,xclick,/m/0k4j,1,0.23625,0.695625,0.395833,0.771667,0,0,0,0,0,0.51,0.23625,0.695625,0.55125,0.395833,0.678333,0.600833,0.771667,Car
0002a5b67e5f0909,xclick,/m/0k4j,1,0.81875,0.999375,0.366667,0.5425,1,0,0,0,0,0.91125,0.81875,0.999375,0.959375,0.366667,0.466667,0.47,0.5425,Car
0002cebd6f0cd7e1,xclick,/m/0k4j,1,0.0,0.99875,0.0,0.998124,0,1,0,0,0,0.0,0.2975,0.99875,0.6875,0.525328,0.0,0.825516,0.998124,Car
0002cebd6f0cd7e1,xclick,/m/0k4j,1,0.77,0.99875,0.0,0.34334,1,1,0,0,0,0.995,0.77,0.95125,0.99875,0.34334,0.005629,0.0,0.170732,Car
000360253ca71b80,activemil,/m/0k4j,1,0.438667,0.547333,0.770661,0.882231,-1,-1,-1,-1,-1,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,Car
000360253ca71b80,xclick,/m/0k4j,1,0.043333,0.658,0.605372,0.882231,1,1,1,1,0,0.487333,0.658,0.084,0.043333,0.882231,0.774793,0.605372,0.659091,Car
000360253ca71b80,xclick,/m/0k4j,1,0.139333,0.297333,0.597107,0.652893,1,0,1,1,0,0.221333,0.297333,0.25,0.139333,0.597107,0.652893,0.646694,0.627066,Car
000360253ca71b80,xclick,/m/0k4j,1,0.334667,0.814667,0.622934,0.73657,1,0,1,1,0,0.41,0.334667,0.814667,0.799333,0.622934,0.657025,0.700413,0.73657,Car
000360253ca71b80,xclick,/m/0k4j,1,0.724667,0.812,0.732438,0.81405,0,0,0,1,0,0.770667,0.724667,0.768,0.812,0.732438,0.762397,0.81405,0.784091,Car
00036603fa39fa85,xclick,/m/07r04,1,0.058125,0.983125,0.053333,0.94,0,0,0,0,0,0.058125,0.59875,0.983125,0.71,0.55,0.053333,0.337778,0.94,Truck
00036603fa39fa85,xclick,/m/0k4j,1,0.0025,0.10625,0.35,0.472222,0,0,0,0,0,0.036875,0.10625,0.040625,0.0025,0.35,0.376667,0.472222,0.395556,Car
00036603fa39fa85,xclick,/m/0k4j,1,0.1125,0.1625,0.297778,0.365556,0,0,0,0,0,0.131875,0.139375,0.1625,0.1125,0.365556,0.297778,0.313333,0.343333,Car
00036603fa39fa85,xclick,/m/0k4j,1,0.5775,0.999375,0.0,0.206667,1,1,0,0,0,0.791875,0.999375,0.9775,0.5775,0.0,0.042222,0.206667,0.101111,Car
0003b0bf24238450,xclick,/m/0k4j,1,0.2725,0.349375,0.555249,0.598527,0,0,0,0,0,0.300625,0.2725,0.349375,0.33875,0.555249,0.582873,0.586556,0.598527,Car
0003b0bf24238450,xclick,/m/0k4j,1,0.443125,0.725625,0.621547,0.843462,0,0,0,0,0,0.54375,0.725625,0.515625,0.443125,0.621547,0.744936,0.843462,0.746777,Car
0003def0d18d8807,xclick,/m/0k4j,1,0.0,0.33,0.148333,0.543333,0,1,0,0,0,0.05125,0.33,0.0,0.0,0.148333,0.396667,0.543333,0.543333,Car
0003def0d18d8807,xclick,/m/0k4j,1,0.0,0.999375,0.155,0.999167,0,0,0,0,0,0.61,0.999375,0.81125,0.0,0.155,0.3825,0.999167,0.671667,Car
00041cc3701f7805,xclick,/m/0k4j,1,0.449225,0.503442,0.53125,0.632812,1,0,1,0,0,0.468158,0.449225,0.500861,0.503442,0.53125,0.549479,0.550781,0.632812,Car
00041cc3701f7805,xclick,/m/0k4j,1,0.589501,0.761618,0.541667,0.765625,0,0,0,0,0,0.643718,0.589501,0.761618,0.623064,0.541667,0.658854,0.705729,0.765625,Car
00041cc3701f7805,xclick,/m/0k4j,1,0.70568,0.723752,0.539062,0.584635,1,0,0,0,0,0.72117,0.70568,0.717728,0.723752,0.539062,0.550781,0.584635,0.539062,Car
00041cc3701f7805,xclick,/m/0k4j,1,0.709983,0.980207,0.53125,0.627604,1,0,1,0,0,0.869191,0.709983,0.964716,0.980207,0.53125,0.553385,0.627604,0.617188,Car
00041cc3701f7805,xclick,/m/0k4j,1,0.725473,0.782272,0.550781,0.592448,1,0,0,0,0,0.746988,0.725473,0.740964,0.782272,0.550781,0.574219,0.592448,0.572917,Car
00041cc3701f7805,xclick,/m/0k4j,1,0.775387,0.825301,0.550781,0.601562,1,0,0,0,0,0.795181,0.775387,0.79346,0.825301,0.550781,0.584635,0.601562,0.578125,Car
00041cc3701f7805,xclick,/m/0k4j,1,0.826162,0.872633,0.533854,0.615885,1,0,0,0,0,0.864028,0.826162,0.849398,0.872633,0.533854,0.578125,0.615885,0.550781,Car
00041cc3701f7805,xclick,/m/0k4j,1,0.870052,0.977625,0.682292,0.990885,0,0,0,0,0,0.974182,0.870052,0.900172,0.977625,0.682292,0.84375,0.990885,0.682292,Car
00041cc3701f7805,xclick,/m/0k4j,1,0.871773,0.954389,0.549479,0.627604,1,0,0,0,0,0.918244,0.871773,0.907917,0.954389,0.549479,0.584635,0.627604,0.554688,Car
00041cc3701f7805,xclick,/m/0k4j,1,0.931153,0.975904,0.557292,0.632812,1,1,0,0,0,0.975904,0.931153,0.973322,0.973322,0.557292,0.597656,0.632812,0.632812,Car
000472189adb5cbd,xclick,/m/0k4j,1,0.0,0.099609,0.266927,0.355469,0,1,0,0,0,0.064453,0.099609,0.0,0.035156,0.355469,0.326823,0.308594,0.266927,Car
000472189adb5cbd,xclick,/m/0k4j,1,0.229492,0.816406,0.239583,0.533854,1,0,1,0,0,0.291992,0.603516,0.816406,0.229492,0.239583,0.533854,0.446615,0.289062,Car
00049e69cdd23a3d,xclick,/m/0k4j,1,0.093125,0.93125,0.0394,0.857411,0,0,0,0,0,0.51375,0.93125,0.55375,0.093125,0.0394,0.354597,0.857411,0.56848,Car
00049e69cdd23a3d,xclick,/m/0k4j,1,0.161875,0.214375,0.179174,0.232645,1,0,0,0,0,0.18125,0.161875,0.214375,0.17375,0.179174,0.201689,0.225141,0.232645,Car
00049e69cdd23a3d,xclick,/m/0k4j,1,0.711875,0.763125,0.168856,0.22045,1,0,0,0,0,0.744375,0.73375,0.711875,0.763125,0.168856,0.22045,0.196998,0.196998,Car
0004c9478eeda995,xclick,/m/0k4j,1,0.0,0.809167,0.844375,0.999375,0,1,0,0,0,0.280833,0.0,0.809167,0.740833,0.844375,0.919375,0.995,0.999375,Car
0004c9478eeda995,xclick,/m/0k4j,1,0.956667,0.999167,0.890625,0.956875,0,1,0,0,0,0.999167,0.956667,0.999167,0.999167,0.890625,0.92625,0.956875,0.923125,Car
0004c9478eeda995,xclick,/m/0pg52,1,0.0,0.800833,0.841875,0.999375,0,1,0,0,0,0.2475,0.0,0.485833,0.800833,0.841875,0.9625,0.999375,0.979375,Taxi
0004d295cfb46842,xclick,/m/0k4j,1,0.0,0.045625,0.629002,0.671375,0,1,0,0,0,0.0075,0.015,0.0,0.045625,0.629002,0.671375,0.661017,0.661017,Car
0004d295cfb46842,xclick,/m/0k4j,1,0.00375,0.024375,0.599812,0.629002,1,1,0,0,0,0.01625,0.00625,0.00375,0.024375,0.599812,0.629002,0.614878,0.614878,Car
0004d295cfb46842,xclick,/m/0k4j,1,0.05625,0.080625,0.607345,0.640301,1,0,0,0,0,0.06625,0.0625,0.05625,0.080625,0.607345,0.640301,0.636535,0.622411,Car
0004d295cfb46842,xclick,/m/0k4j,1,0.15375,0.255,0.607345,0.664783,0,0,0,0,0,0.191875,0.21,0.15375,0.255,0.607345,0.664783,0.642185,0.638418,Car
0004d295cfb46842,xclick,/m/0k4j,1,0.543125,0.654375,0.618644,0.695857,0,0,0,0,0,0.601875,0.604375,0.543125,0.654375,0.618644,0.695857,0.669492,0.664783,Car
0004d295cfb46842,xclick,/m/0k4j,1,0.7275,0.911875,0.630885,0.73258,1,0,0,0,0,0.83,0.795625,0.7275,0.911875,0.630885,0.73258,0.684557,0.69209,Car
0004d295cfb46842,xclick,/m/0k4j,1,0.82625,0.859375,0.599812,0.630885,0,0,0,0,0,0.845625,0.851875,0.82625,0.859375,0.599812,0.630885,0.630885,0.616761,Car
0004d5a9dd44ab6a,xclick,/m/07r04,1,0.035625,0.188125,0.189893,0.320827,0,0,0,0,0,0.115,0.035625,0.139375,0.188125,0.189893,0.245023,0.320827,0.2366,Truck
0004d5a9dd44ab6a,xclick,/m/07r04,1,0.094375,0.8975,0.147014,0.93415,0,0,0,0,0,0.365,0.094375,0.33375,0.8975,0.147014,0.609495,0.93415,0.822358,Truck
0004d5a9dd44ab6a,xclick,/m/07r04,1,0.860625,0.999375,0.249617,0.390505,1,0,0,0,0,0.9925,0.999375,0.860625,0.92125,0.249617,0.294028,0.325421,0.390505,Truck
0004d5a9dd44ab6a,xclick,/m/0k4j,1,0.0,0.04625,0.218224,0.310873,1,0,0,0,0,0.0125,0.04625,0.0,0.0125,0.218224,0.240429,0.274885,0.310873,Car
0004d5a9dd44ab6a,xclick,/m/0k4j,1,0.0,0.1875,0.256508,0.415773,1,0,0,0,0,0.03625,0.0,0.0375,0.1875,0.256508,0.328484,0.415773,0.349158,Car
0004d5a9dd44ab6a,xclick,/m/0k4j,1,0.088125,0.8875,0.163093,0.951761,0,0,0,0,0,0.088125,0.364375,0.8875,0.29125,0.54441,0.163093,0.767994,0.951761,Car
0004d5a9dd44ab6a,xclick,/m/0k4j,1,0.6675,0.80625,0.251149,0.38974,0,1,0,0,0,0.66875,0.80625,0.789375,0.6675,0.251149,0.342266,0.38974,0.353752,Car
0004d5a9dd44ab6a,xclick,/m/0k4j,1,0.848125,0.9925,0.233538,0.306279,1,0,0,0,0,0.92375,0.848125,0.873125,0.9925,0.233538,0.274885,0.306279,0.238897,Car
0004d5a9dd44ab6a,xclick,/m/0k4j,1,0.8875,0.999375,0.374426,0.532925,0,1,0,0,0,0.999375,0.8875,0.928125,0.999375,0.374426,0.405819,0.532925,0.498469,Car
00054dab88635bdb,xclick,/m/0k4j,1,0.2525,0.791875,0.333333,0.801667,0,0,0,0,0,0.2525,0.355,0.791875,0.5175,0.451667,0.801667,0.628333,0.333333,Car
00054dab88635bdb,xclick,/m/0k4j,1,0.63625,0.77625,0.325833,0.461667,1,0,0,0,0,0.7125,0.63625,0.686875,0.77625,0.325833,0.444167,0.461667,0.371667,Car
00054dab88635bdb,xclick,/m/0k4j,1,0.71,0.93,0.305,0.516667,0,0,0,0,0,0.839375,0.71,0.93,0.8625,0.305,0.440833,0.408333,0.516667,Car
0005ea10e0e14db1,xclick,/m/0k4j,1,0.0,0.755208,0.0,0.672852,0,1,0,0,0,0.755208,0.0,0.39974,0.218099,0.31543,0.384766,0.0,0.672852,Car
0005ea10e0e14db1,xclick,/m/0k4j,1,0.792318,0.999349,0.149414,0.492188,0,1,0,0,0,0.792318,0.94401,0.999349,0.996094,0.369141,0.149414,0.327148,0.492188,Car
0005ea10e0e14db1,xclick,/m/0pg52,1,0.0,0.76237,0.0,0.682617,0,0,0,0,0,0.33138,0.0,0.230469,0.76237,0.0,0.414062,0.682617,0.407227,Taxi
00063305edada48d,xclick,/m/0k4j,1,0.403125,0.5175,0.339587,0.438086,1,0,0,0,0,0.403125,0.425,0.5175,0.425,0.379925,0.339587,0.383677,0.438086,Car
00063305edada48d,xclick,/m/0k4j,1,0.6175,0.810625,0.370544,0.65666,1,0,0,0,0,0.6175,0.665,0.810625,0.7825,0.606942,0.370544,0.412758,0.65666,Car
00063305edada48d,xclick,/m/0k4j,1,0.77375,0.999375,0.35272,0.810507,0,1,0,0,0,0.77375,0.99125,0.8175,0.999375,0.560976,0.35272,0.773921,0.810507,Car
000692d348b0f181,xclick,/m/0k4j,1,0.0,0.05125,0.592319,0.825702,0,1,0,0,0,0.015,0.05125,0.00125,0.0,0.825702,0.713442,0.592319,0.623338,Car
000692d348b0f181,xclick,/m/0k4j,1,0.20625,0.51125,0.586411,0.865583,0,0,0,0,0,0.20625,0.47125,0.51125,0.346875,0.79616,0.865583,0.779911,0.586411,Car
000692d348b0f181,xclick,/m/0k4j,1,0.599375,0.98375,0.559823,0.859675,0,0,0,0,0,0.599375,0.915625,0.8825,0.98375,0.759232,0.859675,0.559823,0.716396,Car
000692d348b0f181,xclick,/m/0k4j,1,0.761875,0.806875,0.490399,0.537666,1,0,0,0,0,0.761875,0.806875,0.7775,0.7775,0.490399,0.514032,0.537666,0.537666,Car
000692d348b0f181,xclick,/m/0k4j,1,0.76875,0.875,0.522895,0.556869,1,0,0,0,0,0.76875,0.800625,0.875,0.87375,0.546529,0.522895,0.553914,0.556869,Car
0006c87d3735fcef,xclick,/m/0k4j,1,0.0,0.1325,0.678899,0.922674,0,1,0,0,0,0.008333,0.0,0.1325,0.004167,0.678899,0.760157,0.849279,0.922674,Car
0006c87d3735fcef,xclick,/m/0k4j,1,0.0975,0.270833,0.709043,0.879423,1,0,0,0,0,0.0975,0.165833,0.270833,0.1825,0.770642,0.709043,0.826999,0.879423,Car
0006c87d3735fcef,xclick,/m/0k4j,1,0.233333,0.34,0.711664,0.849279,1,0,0,0,0,0.233333,0.271667,0.34,0.285833,0.72346,0.711664,0.819135,0.849279,Car
0006c87d3735fcef,xclick,/m/0k4j,1,0.320833,0.384167,0.730013,0.825688,1,0,0,0,0,0.320833,0.351667,0.384167,0.351667,0.739187,0.730013,0.80865,0.825688,Car
0006c87d3735fcef,xclick,/m/0k4j,1,0.375,0.430833,0.727392,0.837484,1,0,0,0,0,0.375,0.395833,0.430833,0.386667,0.733945,0.727392,0.796855,0.837484,Car
0006c87d3735fcef,xclick,/m/0k4j,1,0.419167,0.46,0.739187,0.820446,1,0,0,0,0,0.419167,0.440833,0.46,0.445,0.748362,0.739187,0.770642,0.820446,Car
0006c87d3735fcef,xclick,/m/0k4j,1,0.460833,0.559167,0.722149,0.825688,0,0,0,0,0,0.460833,0.544167,0.559167,0.536667,0.781127,0.825688,0.769332,0.722149,Car
0006c87d3735fcef,xclick,/m/0k4j,1,0.57,0.6075,0.730013,0.785059,1,0,0,0,0,0.595833,0.57,0.6075,0.581667,0.730013,0.752294,0.785059,0.785059,Car
0006c87d3735fcef,xclick,/m/0k4j,1,0.619167,0.638333,0.735256,0.764089,1,0,0,0,0,0.630833,0.619167,0.624167,0.638333,0.735256,0.74574,0.764089,0.752294,Car
0006c87d3735fcef,xclick,/m/0k4j,1,0.65,0.675,0.730013,0.771953,0,0,0,0,0,0.65,0.663333,0.675,0.659167,0.748362,0.730013,0.753604,0.771953,Car
0006c87d3735fcef,xclick,/m/0k4j,1,0.7625,0.806667,0.727392,0.800786,1,0,0,0,0,0.798333,0.7625,0.775833,0.806667,0.727392,0.760157,0.800786,0.739187,Car
0006c87d3735fcef,xclick,/m/0k4j,1,0.79,0.8475,0.716907,0.800786,1,0,0,0,0,0.825833,0.79,0.816667,0.8475,0.716907,0.770642,0.800786,0.722149,Car
0006c87d3735fcef,xclick,/m/0k4j,1,0.824167,0.886667,0.698558,0.80865,1,0,0,0,0,0.8675,0.824167,0.845,0.886667,0.711664,0.775885,0.80865,0.698558,Car
0006c87d3735fcef,xclick,/m/0k4j,1,0.856667,0.95,0.709043,0.830931,1,0,0,0,0,0.9175,0.856667,0.894167,0.95,0.709043,0.760157,0.830931,0.716907,Car
0006c87d3735fcef,xclick,/m/0k4j,1,0.915,0.999167,0.711664,0.879423,0,1,0,0,0,0.969167,0.915,0.961667,0.999167,0.711664,0.800786,0.879423,0.833552,Car
00071c51c8e92a68,xclick,/m/0k4j,1,0.391875,0.46875,0.38875,0.6075,0,0,0,0,0,0.39875,0.46875,0.443125,0.391875,0.38875,0.525625,0.6075,0.43,Car
00071c51c8e92a68,xclick,/m/0k4j,1,0.39875,0.44125,0.078125,0.166875,0,0,0,0,0,0.415625,0.39875,0.44125,0.438125,0.078125,0.106875,0.13125,0.166875,Car
00071c51c8e92a68,xclick,/m/0k4j,1,0.60375,0.7675,0.283125,0.37375,0,0,0,0,0,0.630625,0.7675,0.655,0.60375,0.283125,0.33625,0.37375,0.34625,Car
00071c51c8e92a68,xclick,/m/0k4j,1,0.64625,0.999375,0.293125,0.846875,0,1,0,0,0,0.993125,0.99625,0.64625,0.999375,0.293125,0.846875,0.7375,0.65875,Car
0007bd7afaaf5415,xclick,/m/0k4j,1,0.53625,0.5775,0.424268,0.474477,0,0,0,0,0,0.53625,0.5675,0.5775,0.558125,0.461925,0.424268,0.437657,0.474477,Car
0007bd7afaaf5415,xclick,/m/0k4j,1,0.695625,0.955625,0.43682,0.661925,0,0,0,0,0,0.955625,0.85125,0.695625,0.755,0.543933,0.43682,0.592469,0.661925,Car
0007bd7afaaf5415,xclick,/m/0k4j,1,0.870625,0.999375,0.536402,0.937239,0,0,0,0,0,0.870625,0.999375,0.999375,0.999375,0.656904,0.937239,0.937239,0.536402,Car
0007d97a4ec710b7,xclick,/m/0k4j,1,0.0,0.028125,0.030019,0.110694,1,1,0,0,0,0.028125,0.021875,0.0,0.00125,0.062852,0.110694,0.085366,0.030019,Car
0007d97a4ec710b7,xclick,/m/0k4j,1,0.0,0.999375,0.181989,0.999062,1,1,0,0,0,0.999375,0.9425,0.0,0.0,0.976548,0.999062,0.564728,0.181989,Car
0007d97a4ec710b7,xclick,/m/0k4j,1,0.4025,0.589375,0.258912,0.425891,1,0,0,0,0,0.4025,0.51625,0.589375,0.488125,0.310507,0.258912,0.354597,0.425891,Car
000823904818a6c4,xclick,/m/0k4j,1,0.006875,0.978125,0.02454,0.97955,0,0,0,0,0,0.268125,0.006875,0.403125,0.978125,0.02454,0.306748,0.97955,0.644172,Car
000823904818a6c4,xclick,/m/0k4j,1,0.270625,0.666875,0.001022,0.144172,1,1,0,0,0,0.55125,0.569375,0.270625,0.666875,0.001022,0.144172,0.097137,0.018405,Car
000823904818a6c4,xclick,/m/0k4j,1,0.75125,0.986875,0.007157,0.148262,1,1,0,0,0,0.8525,0.75125,0.86875,0.986875,0.007157,0.076687,0.148262,0.051125,Car
00082426f9139dd0,xclick,/m/0k4j,1,0.0,0.045313,0.609375,0.8125,0,1,0,0,0,0.045313,0.0125,0.0,0.003125,0.659375,0.8125,0.753125,0.609375,Car
00082426f9139dd0,xclick,/m/0k4j,1,0.329688,0.40625,0.560938,0.614062,0,0,0,0,0,0.40625,0.395313,0.329688,0.353125,0.578125,0.614062,0.604688,0.560938,Car
00082426f9139dd0,xclick,/m/0k4j,1,0.435937,0.459375,0.560938,0.58125,0,0,0,0,0,0.459375,0.457813,0.435937,0.442188,0.570312,0.58125,0.573438,0.560938,Car
00082426f9139dd0,xclick,/m/0k4j,1,0.498437,0.5375,0.554688,0.582812,0,0,1,0,0,0.498437,0.5125,0.5375,0.498437,0.560937,0.554688,0.560937,0.582812,Car
00082426f9139dd0,xclick,/m/0k4j,1,0.510938,0.55625,0.560938,0.59375,0,0,0,0,0,0.51875,0.510938,0.521875,0.55625,0.59375,0.573438,0.560938,0.585938,Car
00082426f9139dd0,xclick,/m/0k4j,1,0.56875,0.653125,0.564062,0.651563,1,0,0,0,0,0.56875,0.653125,0.596875,0.579688,0.6375,0.571875,0.564062,0.651563,Car
000851174d48d3d9,xclick,/m/0k4j,1,0.6125,0.926875,0.344278,0.576923,1,0,0,0,0,0.695,0.6125,0.720625,0.926875,0.344278,0.511257,0.576923,0.424953,Car
000851174d48d3d9,xclick,/m/0k4j,1,0.8525,0.999375,0.213884,0.478424,1,1,0,0,0,0.9525,0.938125,0.8525,0.999375,0.213884,0.478424,0.286116,0.342402,Car
000883b46adeca7e,xclick,/m/0k4j,1,0.006875,0.998125,0.070423,0.541011,1,1,1,0,0,0.006875,0.795625,0.98,0.998125,0.173985,0.070423,0.541011,0.493786,Car
000883b46adeca7e,xclick,/m/0k4j,1,0.06125,0.96875,0.179785,0.910522,0,0,0,0,0,0.06125,0.466875,0.96875,0.358125,0.446562,0.910522,0.62966,0.179785,Car
00088e25af342aa4,xclick,/m/0k4j,1,0.118125,0.43625,0.449118,0.666214,1,0,0,0,0,0.118125,0.273125,0.43625,0.19,0.594301,0.449118,0.552239,0.666214,Car
00088e25af342aa4,xclick,/m/0k4j,1,0.13125,0.5575,0.576662,0.922659,0,0,0,0,0,0.331875,0.5575,0.318125,0.13125,0.576662,0.721845,0.922659,0.774763,Car
00088e25af342aa4,xclick,/m/0k4j,1,0.579375,0.6525,0.046133,0.329715,0,0,0,1,0,0.579375,0.616875,0.6525,0.60875,0.287653,0.046133,0.242877,0.329715,Car
0008bf2677041a02,xclick,/m/0k4j,1,0.0,0.144375,0.105904,0.252109,1,0,0,0,0,0.0,0.0,0.144375,0.143125,0.111528,0.105904,0.252109,0.24836,Car
0008bf2677041a02,xclick,/m/0k4j,1,0.06875,0.915625,0.102156,0.910965,0,0,0,0,0,0.06875,0.414375,0.915625,0.7925,0.534208,0.102156,0.75164,0.910965,Car
000962dc653b4a0f,xclick,/m/0k4j,1,0.061875,0.969375,0.348333,0.764167,1,0,1,0,1,0.061875,0.230625,0.969375,0.580625,0.635833,0.764167,0.563333,0.348333,Car
000962dc653b4a0f,xclick,/m/0k4j,1,0.179375,0.223125,0.323333,0.411667,1,0,0,0,1,0.2025,0.2,0.179375,0.223125,0.323333,0.411667,0.3425,0.330833,Car
000998c7ed279358,xclick,/m/0k4j,1,0.018125,0.528125,0.705441,0.947467,0,0,0,0,0,0.528125,0.44375,0.018125,0.210625,0.861163,0.947467,0.847092,0.705441,Car
000998c7ed279358,xclick,/m/0k4j,1,0.205625,0.545,0.731707,0.924015,1,0,0,0,0,0.545,0.359375,0.205625,0.485625,0.855535,0.731707,0.776735,0.924015,Car
000998c7ed279358,xclick,/m/0k4j,1,0.273125,0.424375,0.762664,0.791745,1,0,0,0,0,0.424375,0.28625,0.273125,0.319375,0.791745,0.762664,0.770169,0.787992,Car
000998c7ed279358,xclick,/m/0k4j,1,0.415625,0.566875,0.76454,0.885553,1,0,0,0,0,0.415625,0.566875,0.55375,0.4575,0.76454,0.868668,0.885553,0.76454,Car
0009c4ddcaab18d3,xclick,/m/0k4j,1,0.0475,0.94625,0.16,0.854167,0,0,0,0,0,0.35625,0.0475,0.461875,0.94625,0.16,0.4025,0.854167,0.53,Car
